recency_days,fatigue_score,sentiment_score,engagement_rate_30d,reply_rate_90d,opt_out_risk,mms_affinity,label
30,0.8214649733866428,-0.7204412476989547,0.3011135752143257,0.35661214103488376,0.18938322585800227,0.19025436948280894,0
22,0.5580917582657758,0.055685366995311174,0.37390610137270114,0.13182062560321262,0.11488288002452834,0.4811869655258585,0
11,0.376101089771252,-0.12200162097205446,0.17186444818527064,0.4129704805789906,0.24515981142134868,0.07787168189271454,1
56,0.42492155800250436,-0.20033924675012874,0.4697417998867316,0.37061975987262485,0.05781227195384021,0.31225851449894587,0
47,0.5290889830684514,-1.3257113823193656,0.32282489087034083,0.3973695859429809,0.03269779464539542,0.33224983305028466,0
39,0.7458515657298121,0.3094916355547681,0.40819734186666284,0.10938343998986305,0.08741029976859943,0.13301045634468778,0
24,0.4555486006617903,-1.108602383152442,0.6064278048070358,0.22999147678040457,0.10455555593516801,0.4698421834043086,0
50,0.5845339537804756,-2.0,0.6456704733084939,0.4819016328352636,0.20473888533872833,0.08828930375497121,0
33,0.42621298362413557,-0.2752109128986434,0.630565898017351,0.140108292971224,0.26608407890647273,0.3511667611642671,0
27,0.5382151817178671,-0.6047149227137902,0.5649288906525529,0.07291877264072541,0.21937188824383086,0.5243876813219519,0
27,0.33858956397393725,-0.6892296101084426,0.6395795883383614,0.9168484678922495,0.07075431431706737,0.5458026685054258,1
13,0.440318553923619,-2.0,0.18522705300097134,0.16354085325098508,0.2519293144611044,0.3673942407305116,0
5,0.21912044666656313,-0.6806743007624387,0.7037790103485555,0.11478666122295084,0.180450658479564,0.9341899585517488,0
33,0.419941870117239,-0.13891349213816187,0.32009822312988684,0.37527187497043174,0.46043273843699867,0.4123418763535289,0
54,0.13330073175403234,-0.507323152076875,0.7108831936775251,0.4206572863826854,0.09980348248493423,0.1760488221012305,0
3,0.3358837459807157,0.3098749410026652,0.2761177688500832,0.09363766500308206,0.06284987301324883,0.4063179257006876,0
52,0.16248318778941218,1.1141285187804502,0.8715089153435225,0.39436027571598475,0.2570711748336481,0.5059654627492712,1
50,0.2570486928985267,0.41309395220414014,0.40336759744247647,0.0950817293991885,0.025411398438834727,0.5896798145332639,0
16,0.5347109579077172,0.8211154352815883,0.6514087568680049,0.6515094642473553,0.19104565193455564,0.5155396718848673,1
38,0.4683924367966039,0.8873013517187588,0.4015318182791722,0.14531822101385866,0.07774611479477767,0.3651733568171895,0
10,0.47456586387518884,-0.8150886136533702,0.26097687924382446,0.18020095713426773,0.2209607648364835,0.7134016381732334,0
46,0.034580780999547686,0.35129175414895597,0.45612974953521196,0.05237711084242601,0.11622509108299046,0.30129241860795386,0
42,0.05375736940677047,0.7961258826923729,0.26959169762986096,0.4052972144357922,0.08983162807985096,0.3974166298928221,0
21,0.365520055787652,-0.34876838243878344,0.2845809390560656,0.12826397701089706,0.3121783027064554,0.4278318294603523,0
4,0.3464930824701749,-0.632501320024233,0.44802479801024103,0.26016149063974603,0.33984732676360657,0.3254623717535907,1
59,0.643873274961375,0.42432516737315445,0.7906394740799955,0.4152681509982337,0.09220079033595546,0.5133055397792401,1
27,0.2273248257937942,-1.1853030974301433,0.25671660988315786,0.8021217362264687,0.14139380200485419,0.30035707127908157,0
54,0.11512029167367686,-0.8704036664530345,0.7416608334056817,0.5306123665359801,0.13200174740849932,0.2559111023679912,0
41,0.5594483560063879,-0.5334050780667466,0.7176477160605085,0.13813985918034055,0.19368714603709908,0.6114201185959746,0
47,0.3512669388426165,0.36041137050456673,0.7628453210038298,0.5292183681719249,0.5195928402363169,0.1967581781344067,0
46,0.9437644578657682,0.1751300172445316,0.6955220663568995,0.09102696668154406,0.1459061612058785,0.5585215723344771,0
11,0.7860978428683115,0.8258967036417055,0.21841654673203714,0.0056368863131094375,0.25825253105228285,0.6214563841573736,0
22,0.4045380535846201,-0.7374960434907349,0.049202460773147605,0.058978093941982064,0.19110242098696523,0.3916757355451712,0
28,0.29405886822136745,-0.7803783770140067,0.7678394604226758,0.3070391004633954,0.06247032192691664,0.2885040479363996,0
30,0.5762852126012951,0.41912957499973147,0.20610084896366238,0.1345777238914291,0.03832615970502896,0.6932810630832418,0
2,0.3881007460791499,-0.6389335232856286,0.6598983895251059,0.8385559578471499,0.36634619978698113,0.6044397445071161,0
33,0.26815170113716463,-0.4828031323955368,0.19538918878000444,0.2000754644762722,0.5711305415536927,0.6839158293763327,0
9,0.7972636578362644,-1.485411871401399,0.24122502854001096,0.3534378697388326,0.039601828404015146,0.08400700122614564,0
45,0.1501469461468265,0.23267680113086997,0.22698570737788618,0.4483974916740669,0.10370904249458406,0.3084350174995363,0
41,0.6531432481751801,1.2330323774529346,0.19008542653186342,0.21282280435875106,0.11761955024272124,0.33696363836413834,1
56,0.42043725305907725,-0.823431133040304,0.31350818879568215,0.08744444797042865,0.09354473586065476,0.6728802883839734,0
45,0.23089018622496243,0.8173628893760908,0.2844222294646775,0.16654356624982908,0.36129260525341,0.3862817628986378,0
22,0.29647988592765945,-0.04751886479196104,0.5079934056100581,0.34436218259690393,0.19190513756425948,0.4047276017520288,0
59,0.4846986409130823,-1.4123317107280249,0.6926167515193793,0.6396311788207732,0.14111421131291077,0.284778191259784,0
25,0.5707824081158615,-0.7157814845025026,0.2938959238674348,0.4648096409445475,0.06154674826340598,0.48796963727796483,0
19,0.5453757537128144,-0.7651738662430176,0.678447627121831,0.17957773218271342,0.0029532197980842376,0.5946918706830243,1
55,0.35629031841603803,-0.25322222811250106,0.6506026760154912,0.08514549969872319,0.4880264598969397,0.49985244782172356,0
22,0.31421866721213443,0.33561143075736344,0.25035585473943683,0.44797286084858734,0.08156739336423394,0.2885006197257484,1
4,0.4520431695610735,1.4791382697931452,0.3358112929814398,0.06665616317363163,0.4307663077031078,0.6391866856733371,1
28,0.110604031634715,-1.144916635934789,0.7018968102443879,0.207715928393033,0.0803837066827465,0.3541325713779229,0
48,0.4916470477583969,-0.3878219175359905,0.7909313205525458,0.22648296110115698,0.041288391325816555,0.4318191674216857,0
11,0.15969369770334438,-0.7167846823285692,0.6482866085198491,0.06985893003090347,0.2375763746890489,0.5830444764529451,0
28,0.23390923841519767,-1.014383569191438,0.13495195535019433,0.23791281004704273,0.1549940408153169,0.5182541798248179,0
7,0.7436751128276933,0.0763581492876524,0.30588848841399946,0.15329302392896352,0.16304554891875045,0.6272264657514827,1
41,0.27902760213658967,0.001183992949477894,0.8878472278294607,0.29606223341006965,0.017283200858521315,0.19186752217728914,1
29,0.360335317623137,-1.4510418776662952,0.22689808469690562,0.2975019129972529,0.2514536788220818,0.09188065212018819,0
20,0.2126074307840741,0.014520422356372126,0.8458875757742151,0.13338251623607697,0.16117866308734702,0.5020760357394749,0
13,0.24762448239799117,-0.9643167943289113,0.41674976922480844,0.32949680920713376,0.3853916659647993,0.17295488694784739,1
34,0.5909612542521665,0.009462175307980571,0.5673805163478117,0.2806594850451426,0.5099774708063778,0.7450541167962186,1
40,0.3666201613563699,1.015597194564872,0.8627605245177847,0.06413196091857738,0.4318469918225357,0.4508416414191456,1
57,0.2288674216096708,0.3704543688607512,0.6019065813863129,0.5777918415847658,0.3182137170751377,0.7404530009223163,1
26,0.5104319469701359,0.1420136755256719,0.19545083961081858,0.40836026667847014,0.06172522763152941,0.8276469369651435,0
9,0.6248800012656748,-0.42301260592270956,0.3458427307125135,0.2297083486271563,0.02068494123267114,0.3468404279780517,0
50,0.16103987028569042,0.053494120675819594,0.5769207017133309,0.3308708756942082,0.21275578541328388,0.32054039273495205,0
38,0.346551105897102,0.4506033777979857,0.8271438085669752,0.49242368577962925,0.1691331945198736,0.6005085495700514,1
42,0.7604370806950463,0.3713330742467278,0.27581725991701433,0.5442095469029944,0.24836522261366398,0.20639897777656177,0
5,0.3811910024050275,-0.07937501105083512,0.7974549728481074,0.09607040970680904,0.24297414070395817,0.5880266221926629,0
19,0.11547673416177659,0.17390105915113252,0.32503404550320547,0.3901878827408299,0.351166510551285,0.49100909317220937,0
46,0.2212087830093506,-1.053249456033664,0.4435330749694101,0.21038850828418532,0.37172000963609986,0.5151649616255954,0
50,0.5330622485923309,-0.5874694198221903,0.4867357614155101,0.36640661060288443,0.14709528476677816,0.5688082774804664,0
26,0.06608457105743727,0.5660478020367887,0.5804745538466883,0.3288287790716369,0.28394687254621565,0.33299123293512434,0
49,0.7761080178823634,0.6736263610993662,0.5355920296610955,0.02043940269366866,0.05927326806500025,0.45741363885720304,0
51,0.6537412528902968,0.07487887267148961,0.07392512364726282,0.49962688003499117,0.08650707870336816,0.3710002861452828,0
23,0.5724192639900826,1.1831725874921213,0.4746738441003737,0.19711597243393936,0.2021781144675037,0.655053544995095,1
54,0.24616897448812894,0.40641553316909357,0.5857842952792883,0.541101632141252,0.3608201962802266,0.39233646852239934,1
17,0.39485991753711086,-0.18650201429045168,0.6050608556039988,0.2599882585820207,0.10414508165889055,0.21623961353771334,1
14,0.49631217796203586,-0.975802202432446,0.27084277669190215,0.1070127912606142,0.5028894924870521,0.35978277857602253,0
41,0.2880636023194692,1.150986600023132,0.37516733097399235,0.09103336040012575,0.23561432979850616,0.40175820803757184,0
38,0.7290340080400028,0.6162539657236619,0.3933310809982579,0.11463437678190935,0.14887469591896446,0.14853062560581004,0
8,0.333227295040181,1.4386491383444144,0.5714550695707443,0.528049918710447,0.15425088002396295,0.5765586584609671,1
50,0.4622754706380358,1.7334779644031326,0.5021701471228873,0.4270037961744907,0.05576475977872151,0.463678771911173,0
12,0.3475360398503913,-1.0295522454262087,0.8678751216232928,0.16985709851496555,0.1493599413031879,0.28967027138584583,0
49,0.2394224947085829,-1.0274669953017483,0.7293218758857045,0.2315501937228672,0.07403083637211497,0.380976869621198,0
0,0.6535404385349627,-2.0,0.11839545043039922,0.07879306846245426,0.37636090802258004,0.3372478229880246,0
48,0.4615472284357601,0.734689709623805,0.1926870629737896,0.08097399196295448,0.09667592925097479,0.12534845017130392,0
48,0.21220914357710033,0.5251861499900792,0.25351356579125955,0.24529962016736487,0.04333599593091135,0.27104079404476933,0
47,0.4566679854630674,0.07822320010067722,0.65772604406228,0.2789065466046417,0.09740824575524003,0.47609969601032176,0
40,0.8313394640892706,-0.9809065848347208,0.6174418685456857,0.22468883209442805,0.34239914977233904,0.5565594563550187,0
28,0.25447381166967564,-0.07122695129981722,0.4311955357563906,0.11483532547095339,0.05491761067312289,0.2308233216646498,0
43,0.5124148668006827,0.1477643960061645,0.6412270208050238,0.27537601282813706,0.11939820510342584,0.71902373139087,1
16,0.3779805583276658,0.6261805335033357,0.4799593167838734,0.29335817470633213,0.11840021631184787,0.34404790406961416,1
47,0.5869326399467444,0.21838953157222885,0.620181889602733,0.052932380085568206,0.24679246953493345,0.21720528609378814,0
33,0.5124003848980923,0.5310410359929332,0.6469894535369811,0.20804238415442264,0.09454980610406603,0.3722250861003184,1
27,0.3699866100451749,-0.0993046959312387,0.36919662229914585,0.20799372417212658,0.033017966842916975,0.5960352385462486,0
30,0.28699081637435586,0.9451855151402015,0.6413169492372734,0.3348607332222525,0.19862254779026245,0.20231114368790543,1
34,0.38531883693631047,0.5053840619547535,0.37985416300358604,0.02017664394513956,0.4470405568515171,0.26800338700182175,0
2,0.8963278550600515,-0.9495464565606595,0.7453042888543435,0.0883011214438641,0.1797255214445729,0.2971942346718648,0
8,0.16830944207225634,1.1113762941249934,0.25424903122595865,0.5057973460408536,0.0729708665484974,0.41469088473530874,0
14,0.6747546576338852,0.9804572181721092,0.5821435527405738,0.07395158391370124,0.1757544980697356,0.31341985927672833,1
6,0.44364015153995673,0.37237978964235346,0.2993554044303385,0.04942055143717713,0.16545236377229383,0.7342426726422708,0
26,0.42765667475779084,0.224574163989972,0.2769652282297264,0.4153498725493429,0.07014713711944827,0.27619117393498166,0
40,0.2692205913576875,1.3268892551026603,0.3375041981967881,0.21273792152958718,0.022270510674383747,0.28248397477208054,1
39,0.23174941421424633,-1.3066502930176593,0.24660986264458046,0.3002268324574396,0.23633917523090422,0.3084968987716769,0
28,0.35094072620397015,0.9929796192477207,0.4662791359712553,0.3071560459975099,0.001634702777186114,0.08491683653100626,1
52,0.225031803874865,-0.3809653588594808,0.2739767894894061,0.33149269708263224,0.12246269857424656,0.24240102931897928,0
34,0.25413200661549384,0.8761419571283086,0.4138894565830764,0.4535414370212521,0.27326518909961395,0.4685217530806937,1
4,0.5886752074553807,0.09630067773523437,0.682464269437645,0.15126268156055542,0.1528628337530837,0.39596458153151914,1
46,0.1881443517727865,-0.9943408187265906,0.3483034836852799,0.19996143036411534,0.21966811040172374,0.45875229807102447,0
35,0.6895982173635227,-0.3972158480285531,0.2698391485514487,0.29440959897515473,0.23890322593750385,0.14260851080323403,0
38,0.2204356965122871,0.8173832585327724,0.1874148410752269,0.2017528679400219,0.030369009734065873,0.7077399372655434,1
34,0.12591066977474716,-0.16816630505589866,0.29182064638695526,0.47598119739492173,0.28231913684538024,0.059052162098816405,1
33,0.10954445304326209,-0.4971883317744841,0.4748297931848783,0.4352455128354094,0.08875782141931396,0.5955761422253936,1
5,0.11798346542424808,-0.5025376462360164,0.16779425516455618,0.38652327391061486,0.1750361523892194,0.8742566505246009,0
34,0.1428527419106613,0.5137979377870324,0.7713410029899215,0.24653118134461,0.24323204103801047,0.31750118875754724,1
48,0.5107623690813075,1.4005080241119707,0.83273617084155,0.34505272220413274,0.30036194057246557,0.6366385151469229,1
18,0.9057627631564056,-1.7127066965090254,0.2732880191196935,0.4679723847228743,0.39176436858698144,0.24376996907655377,0
36,0.34436578528922457,2.0,0.4790772121365654,0.22307894646130014,0.06593726578456847,0.5318745411665012,1
1,0.8000823280828457,0.16299698318090516,0.29023479561880283,0.28193263630795956,0.07382791887183883,0.5508517816955633,0
21,0.3711485028345457,0.4641793082390618,0.5305149082189868,0.17371598218741277,0.14072651317332024,0.4164602553978314,0
26,0.6303251941950615,-0.349009397717925,0.5564494598138217,0.12384502112464375,0.48997962098108366,0.6417933320657029,0
59,0.16785064918134038,-0.0028120998854615845,0.2733241639508148,0.190913487275751,0.1813083850610332,0.631744755927956,0
13,0.5036315745063019,0.1540104097048862,0.3286811586152311,0.037041007980242145,0.022142302308479606,0.2672090636645674,0
16,0.37385695052694023,-0.8392767938696283,0.6436934851165343,0.3148190620956025,0.012215284032147326,0.4702954465861623,1
24,0.30977504666871647,-0.6445451506060236,0.9003400911740915,0.0840645733632964,0.42071135416775685,0.06182736932430105,0
60,0.2794281859081512,0.9476540327130029,0.40419667403957554,0.25748632545208017,0.25390680190260323,0.284301149984403,0
52,0.36009003639624315,-1.2418774762873772,0.30868096149162444,0.1100710768440535,0.40333911950280865,0.6385261726452803,0
2,0.2322694038730149,0.3528312826508324,0.7822528738653564,0.3879686932668342,0.3544633296885143,0.684568155405438,1
14,0.4813619170815214,-0.2964135274953476,0.6106716455381636,0.4599228568152511,0.1635903372538548,0.4882894760283365,0
50,0.5370581267755918,-0.7685657195804604,0.4315557474211316,0.0509418067126026,0.10119026215986288,0.7546028953325249,0
3,0.13831869107692296,1.5775454815755205,0.16204393974707648,0.4634052805456038,0.12297530406938431,0.37699924089946,1
52,0.3123281519375835,-0.7636020490091504,0.3933154398282749,0.16640449276468194,0.3504319835767694,0.5665478698049756,0
17,0.17852357517002276,-0.9040815997875772,0.4857207505786669,0.13606034686952148,0.05758009880397268,0.3961534139084836,1
55,0.5668539157588216,-0.14957816281642897,0.6685717293805442,0.07346998087048152,0.26478735157045896,0.496360411239246,0
17,0.510665060226374,-0.6148469072816811,0.370088973547465,0.24620163765972858,0.271787277638598,0.5271610441575705,0
26,0.6376365883128506,0.005104525595638922,0.5316878486835457,0.3228556436087694,0.16705351785443096,0.2978362066800896,0
40,0.8939555601125876,0.12431943732111231,0.5175836467967478,0.2320149432259722,0.09557353171864537,0.6260324929540234,1
7,0.5525137656039188,0.18772645250794126,0.16117088200625312,0.45722201047525385,0.07836385766306812,0.5670741036531312,1
33,0.5345970409105918,-0.09911267779485067,0.6347442591711583,0.5283747154909567,0.3219232581172331,0.7143757190385759,0
30,0.5822268592714891,-0.5617293624737801,0.3199649634819593,0.39966707312331323,0.16803367609997114,0.23834973558902126,0
47,0.2654591864624982,0.5147224341434644,0.2646265987603063,0.4100939037464961,0.018720081464784582,0.7188543198009479,0
60,0.6845514730614375,-0.08935421320331527,0.4348679495108353,0.4972708926939688,0.12711380605060538,0.809834538863994,0
40,0.6038979826590672,-0.3964938496439829,0.4702706706276365,0.2703812317851171,0.18338854413476263,0.29369310792552117,0
24,0.38152739872396346,1.183994959278018,0.5398285234188015,0.22858428340790513,0.04731520876740618,0.3328133210503199,1
24,0.4170773373582505,-0.09704956831316087,0.47477926302966783,0.2747567367239364,0.07591274877541022,0.6942863717240533,1
25,0.46787231202354157,0.8735892811972727,0.4424908286747723,0.1203642270191833,0.04392070382013416,0.28868786158351534,0
49,0.6072876885794917,0.9814707576875126,0.7213411120816081,0.4931245509917898,0.05034638005563025,0.5601526328902031,0
19,0.7706860576388332,1.0301382683406344,0.6966422513094218,0.49918421291122905,0.14026257330819905,0.05605649271274173,1
10,0.8614800418885923,0.5529262464888806,0.3072440662812684,0.1383603869214821,0.12128945691353145,0.2823160951369245,1
20,0.17518320095219866,-0.0005067975006117627,0.21476501349877664,0.4391657026298362,0.004688202667407461,0.24147717640866748,1
1,0.3987918128687639,-0.051233352520820535,0.6314194581195106,0.0962156589708288,0.21207062039387362,0.21577971242274757,1
6,0.268053400030464,-0.195296094786631,0.2663637096790434,0.13509189019160547,0.18526773329849816,0.4977850001173788,1
5,0.19747340003791491,-1.7335165360105007,0.2240329957987018,0.16543085514422026,0.01897473482238483,0.23344005005668006,1
47,0.06271601849796117,0.5750454445982899,0.4288201336645363,0.1027991326358404,0.17423344623787898,0.5223685245612782,0
44,0.05623789592479692,0.19557245310806326,0.7285948255001502,0.5527038813533952,0.6942803000899772,0.7141488352674294,1
42,0.18749830850191362,0.660419412966902,0.45297418269188655,0.37285751760054353,0.28283577173903396,0.43849946853581095,0
28,0.03698206893670896,-0.09360124117757113,0.3971014654940935,0.07434031251426927,0.13209567336077865,0.6234624964562264,0
43,0.1875541482364936,0.5318601295628204,0.7701265248192772,0.4031324758228157,0.037793614632537165,0.49688065493038447,0
9,0.6532235439967864,-1.1020056502891555,0.6362806369618251,0.26815621966756076,0.12757046954538118,0.5158036671887866,1
54,0.22568577743932178,-0.9354124874092561,0.4578109983650342,0.2669374926285335,0.05060975749059533,0.4156825778278749,0
30,0.1297218319873349,-1.9809692797771055,0.3022720542884712,0.49343943533568896,0.40096105169736584,0.7312045393457917,0
57,0.5614374507217447,-0.10747935666530094,0.17057335303091054,0.24896365531487574,0.05537397002662798,0.23551798441498029,0
9,0.5854879523796195,-0.6180204702228802,0.5043734074590005,0.1782148502022393,0.2111564950731329,0.28704166253797353,1
30,0.6035578420122082,-0.7227055001363359,0.26795535061987763,0.47936809440929,0.11933299890972182,0.1825738881748478,0
42,0.5460947602076314,0.2677219023722463,0.4526314464035811,0.0640041267482038,0.12498140677624471,0.7277686356949152,0
30,0.836404417726821,-0.3404057553581028,0.5940586810477746,0.39694598858809166,0.2833339268189908,0.37306210515519894,0
27,0.17454938790889396,-1.14647280544293,0.4004848549347392,0.16175915799127863,0.18572449826693088,0.64694132303007,0
10,0.3125971181672683,2.0,0.7978121699745876,0.3279911836411299,0.28354149544411705,0.6149420443902917,1
23,0.5744062232871028,-0.02960849639046069,0.47759986617387185,0.381928929666752,0.15457821443408337,0.34455387073330573,0
14,0.5958924349316953,-0.8665304423485569,0.7400017173764509,0.3448509629034746,0.39988596860366205,0.3007775321101862,0
18,0.041712434724454545,-0.5358683687464397,0.5836963931674519,0.06078014907068681,0.1403250043593881,0.19690826739339265,1
41,0.6349494405178241,-0.1385143752073631,0.6945845568587922,0.35094469736000056,0.12596432142239164,0.678322515150003,0
38,0.3512386496401206,-0.14019676980576057,0.41221367936923464,0.27415659716705393,0.1539128302522117,0.4137060889939191,0
37,0.5757850161744589,1.0417314184367008,0.7917215931918156,0.39687877816565753,0.3810856323387608,0.239244351933649,0
22,0.4175899808159505,-0.06354396610576615,0.7421203714730036,0.31082000289945294,0.4565426719292049,0.22065509116579737,0
58,0.5866295071314027,1.4841665374946018,0.8309670619361885,0.07931899506315394,0.2961071059448983,0.2291477404439832,0
5,0.2229341775732915,-0.3459383552096847,0.6698178523958888,0.22140204401281094,0.02343301694373429,0.3566690961434755,1
20,0.39135554627968927,0.3411488322079139,0.2594367780874323,0.3528617624613556,0.10690142178824216,0.6165462509258471,1
7,0.5038694967217628,0.8175841554622644,0.6211519325875445,0.46707111413277624,0.4876349496199943,0.5244970240766481,1
20,0.24864128652929415,0.9561218437693427,0.30853156453214786,0.05715521480659949,0.3923471456627649,0.3983750533319649,0
58,0.405554824171125,1.0494977739430504,0.2829552831982981,0.1941303709303435,0.03178797450079945,0.07796625547464771,0
22,0.5166712179761148,-0.21760939270410767,0.6580536156754644,0.09768218436853186,0.17878416722630622,0.889458507457385,1
55,0.16513254631739024,-0.00439140821993544,0.4324855752636191,0.4515771721354023,0.2727629093241828,0.3808940724769282,1
30,0.24534777070945765,-1.9835380532509406,0.30886796021382673,0.17679105190272146,0.1751304927719158,0.7026956781231891,0
42,0.5405946831697459,-0.1568080308804486,0.1574526189690394,0.36968172240630737,0.4225841282277301,0.5651305852679293,1
27,0.4944551333602317,0.8730033423439855,0.47123578034675084,0.18397272202629245,0.08726933977342549,0.22088309433680844,1
16,0.07860318928132486,0.7174691838847062,0.7006728914791791,0.04186251151629631,0.12065539603736802,0.7136681487723883,1
46,0.3504856379876359,-0.06918969680806512,0.09761224178887336,0.19041158563866592,0.08301370662007442,0.3955999757863833,0
59,0.1290653682647981,1.3593115543439662,0.21357101722218824,0.2676324595127371,0.12945066193752816,0.184634473765073,1
16,0.4902848036552794,-0.30720422747584564,0.39375702225659254,0.1927095997937715,0.2549048915694689,0.3142971013518726,0
47,0.07265429749608669,-0.5729118592159196,0.5417075911427569,0.590333003543257,0.4263982632620681,0.5577977326432847,0
15,0.3366873216285431,-0.3745293881810953,0.4640424258880015,0.31815234330467024,0.12651783988474205,0.49003089352450313,1
43,0.21078793120667053,-0.8979720198688924,0.28728554847377014,0.36224851777011474,0.26504807066632274,0.5692555241257022,0
48,0.17316751653871817,0.4979160253628293,0.2514040329679897,0.05986102524847183,0.04913037721818888,0.247156573400751,0
27,0.37868074714771144,0.23078544928688727,0.4148856843289565,0.13599031489686614,0.019737629383754715,0.7244947902140251,1
44,0.36438023480997966,0.48798355709844127,0.6069335822123668,0.13845311747132352,0.03976608255821723,0.47401673150722934,0
16,0.11211502637289694,-0.3314969215449691,0.6213756252154796,0.40260491668829335,0.06481532751219347,0.3922377042211863,0
4,0.499521032692119,-0.04645838347140285,0.7131347071106113,0.03438743981857283,0.1255893847402582,0.1698907430149686,1
5,0.3674067561466235,-1.7427349787271262,0.7044229611841155,0.1530755820029816,0.0143968502493209,0.2571692652282424,0
27,0.24657071087037227,0.3009804410488377,0.7761964823796744,0.055901630998027356,0.3435788230938026,0.14632330777467575,0
55,0.6430120033599639,0.07907316404771954,0.3782808489709282,0.11910060424205665,0.14172734667761439,0.7491861515573485,0
7,0.30316076398135716,-0.8804221291947718,0.4283163602551194,0.13839557423204568,0.04054313826010518,0.39494711128695004,0
27,0.584028567274546,-0.08372602566927793,0.5769999545769493,0.4113944914343238,0.5168736551358546,0.3164726344033893,1
42,0.24267996368609607,-0.20627944165613368,0.4084546866676429,0.5487555346244725,0.29902665732546035,0.8400612541690471,0
12,0.09980960739115922,1.4114495480059939,0.6680266012433949,0.22305095502475197,0.07869769182425217,0.33046397888324197,1
44,0.4151406512418354,-0.8489015745022436,0.7071368221929079,0.3527481859670212,0.36304466574561095,0.5323151179424734,0
18,0.33217702052024356,0.2651409430933618,0.707680951239551,0.36429332534919867,0.20673755501587435,0.8490264230245095,1
49,0.23525116331715432,-0.8726146821426886,0.479134706149093,0.5925197213560491,0.023447834241109085,0.30181883916572566,0
35,0.20131592938808604,-0.44629875525621626,0.7803297272082697,0.6517038821429514,0.2472735027659482,0.10659692458843659,0
33,0.5427239193274193,0.2214551629537842,0.48583477219249876,0.19002400506753106,0.35129206827110665,0.21114546417618577,1
10,0.24474897822014352,-0.16909039269048928,0.14093726006664936,0.034706611416838104,0.03067744788141965,0.10811822408609705,0
28,0.4356451733090773,-0.00479268497084507,0.616446178901613,0.09872003718738981,0.08685649301518565,0.6897253137446818,1
52,0.5282267348660055,0.2661776865855758,0.7489182788803757,0.08105196611735777,0.32712879364487624,0.21015109377922964,0
1,0.4350183997530771,-0.39495165695884626,0.2511826033712103,0.19390952713882006,0.002398557943748493,0.4852938621567673,1
46,0.9200665809787051,0.7073172278523518,0.20223571125421533,0.1622788391231942,0.41087530450478527,0.11651134764886527,0
30,0.3082565857726044,-0.24438379459008397,0.43585278002007577,0.16863219778735253,0.03880045534183823,0.46872293708225254,1
43,0.1710295719337224,-0.07804436924205736,0.4816016278909988,0.2994087235201221,0.1388504550169109,0.6604495119914757,0
40,0.4915841817150677,0.2890490196702845,0.37087316645262863,0.07657786731526325,0.46568056781642936,0.1400339168588125,0
26,0.4480868562503023,0.1816001609318679,0.4011091376386936,0.3639227526822216,0.25088744958855,0.06078345859030733,1
18,0.1421341855765677,0.5153823396342821,0.4707403089124753,0.25423254461475236,0.07005523013328202,0.3460401106305155,1
